title,site,country,year_release,box_office,director,number_of_subjects,subject,type_of_subject,race_known,subject_race,person_of_color,subject_sex,lead_actor_actress
Jobs,http://www.imdb.com/title/tt1756791/,Canada/UK,1921,$1.65M,"Nikolai Caton-Jones Green Stanislav Pulcini Tammy Blanchard, Morgan Spector",2.0,Kathryn Hamill Peebles de Kid) Essex,Other,Known,,0.0,Female,"Carly Everett Basquiat Derek Kemp, James Whitelaw Sydow"
The Other Side of the Mountain,http://www.imdb.com/title/tt0028313/,US/Canada,1934,$144K,"Earl Sax Mankiewicz Hanson Leyburn Tammy Blanchard, Morgan Spector",1.0,Alice BÌÁthory Mesmer Donnie Kid) Essex,Activist,Known,Middle Eastern (White),0.0,Female,"Martin Stack Carter Pernilla August, Max Ellison Sydow"
PT 109,http://www.imdb.com/title/tt0491046/,US/UK/Canada,1964,$31.8M,"D.M.W. Litvak George Hanson Bliss Tammy Blanchard, Morgan Spector",1.1309550593953341,Tom Keller Nostredame of Scots Essex,Other,Known,Native American,0.09581475185024863,Female,"Audie Hirsch FrÌÄå¦ler, Martin Kemp, Billie Whitelaw Sydow"
Santa Fe Trail,http://www.imdb.com/title/tt1311071/,UK,1971,$2M,"Milos Michael George Sykes Pulcini Tammy Blanchard, Morgan Spector",1.0,Patrick Yohe PrÌ© Kyi of Essex,Athlete,Unknown,,0.0,Male,"Soraya Pacino Nicholas Pernilla Kemp, Austin Nichols Sydow"
Big Eyes,http://www.imdb.com/title/tt0338751/,US/UK,1939,$5.57K,"Anthony Jarrold Norman Robert Leyburn Tammy Blanchard, Morgan Spector",2.0,Myles Kyle Great (Tina Scots Essex,Musician,Unknown,Eurasian,0.0,Male,"Leigh Kilmer FrÌÄå¦ler, Jean Liya Kebede Whitelaw Sydow"
Custer of the West,http://www.imdb.com/title/tt1057500/,Canada,1958,$6.14M,"Gavin Taurog Stuart Sykes Leyburn Tammy Blanchard, Morgan Spector",2.0,Cleopatra Farmer York Richard Scots Essex,Historical,Unknown,Hispanic (Latina),0.0,Male,Robert Stevenson Le Martin Winslet Kebede von Sydow
Wild Bill,http://www.imdb.com/title/tt0993846/,US,1918,$47M,"Lee J. Norman Stanislav Sokolov Tammy Blanchard, Morgan Spector",1.0,Kurt Bruce Nichols Munro Parker) Essex,Musician,Unknown,African American,0.0,Male,Glenn Mol Damme Jean Liya Austin (older) Sydow
My Dinner with Andre,http://www.imdb.com/title/tt0082334/,Canada/UK,1991,$10.4K,"Charles Malick Berman, Westmoreland Sokolov Tammy Blanchard, Morgan Spector",1.0,FranÌ¤ois Kahlo Beethoven Kennedy Parker) Essex,Historical,Unknown,,0.0,Male,"Chloe Berkowitz Basquiat Pernilla August, Austin Nichols Sydow"
The Straight Story,http://www.imdb.com/title/tt0419749/,US/Canada,1966,$26.9M,"Edna Rapper Furie Weisman Leyburn Tammy Blanchard, Morgan Spector",1.0,Nelson Milhous Lewis Belaney) Jr. Essex,Military,Unknown,,0.0,Male,"Frank Schultz Peebles Kate August, James Nichols Sydow"
Basquiat,http://www.imdb.com/title/tt0080678/,US/UK/Canada,1920,$6.78M,"Norman Richet Andrew Hickner Leyburn Tammy Blanchard, Morgan Spector",1.0804817141655356,Tony Fisher Bell Jr Turner) Essex,Other,Unknown,Hispanic (White),0.09570134601824981,Male,Antoine Nicholson Basquiat Martin Liya James Whitelaw Sydow
King of Kings,http://www.imdb.com/title/tt0098219/,UK,1982,$14.2M,"Thad Luise Randy Hickner Bliss Tammy Blanchard, Morgan Spector",1.0,Ian de Sade Aurore Turner) Essex,Other,Known,Multi racial,0.0,Female,"Amy Depp Le Martin Luke, James Whitelaw Sydow"
The Five Pennies,http://www.imdb.com/title/tt0430431/,US/UK,1951,$2.39M,"Philippe Del Sajbel Barbato Sokolov Tammy Blanchard, Morgan Spector",1.0,"Caveh Durand, de Aurore Brasco) Essex",Historical,Known,Hispanic (Latino),0.0,Female,"Caveh Maria (young) Pernilla August, Kebede (older) Sydow"
Riding in Cars with Boys,http://www.imdb.com/title/tt0038026/,Canada,1948,$195K,"Rick Frankel Steve Pal Leyburn Tammy Blanchard, Morgan Spector",2.0,Ramses Wilkerson II Jackson of Essex,Actress,Known,,0.0,Female,"Raul Kidman Law Kate Kemp, James Nichols Sydow"
The Seven Little Foys,http://www.imdb.com/title/tt0106438/,US,1931,$4.72M,"Gus Frank, Furie Glenn Ford, Tammy Blanchard, Morgan Spector",1.0,"Queen '50 ""Bull"" Rocha Jr. Essex",Journalist,Known,Hispanic (Latin American),0.0,Female,Gary Shawn Niro Pernilla Liya Max Nichols Sydow
The Iron Lady,http://www.imdb.com/title/tt0049170/,Canada/UK,1973,$98.8K,"Valentine Bailey, Dutton Robert Ford, Tammy Blanchard, Morgan Spector",1.0,Kevin Vermeer I Donnie Peron Essex,Military,Known,Middle Eastern,0.0,Female,"Kat Lofranco VolontÌ© Kate August, Max Whitelaw Sydow"
Stoned,http://www.imdb.com/title/tt0050383/,US/Canada,1978,$65M,"Kevin Abraham Steve Rosenberg Leyburn Tammy Blanchard, Morgan Spector",1.0,Xaviera Spence Suu Crane Turner) Essex,Historical,Known,Mediterranean,0.0,Female,Denzel Knightley Tsarong Kate Winslet James Whitelaw Sydow
Lawrence of Arabia,http://www.imdb.com/title/tt0132563/,US/UK/Canada,2009,$616K,"Marshall Minnelli Wash Trent Leyburn Tammy Blanchard, Morgan Spector",1.3856676762113478,"Nathaniel Baniszewski ""Radio"" the Brasco) Essex",Athlete,Known,,0.41390101823573605,Female,"Dan Scofield Niro Derek August, Max Whitelaw Sydow"
Butch Cassidy and the Sundance Kid,http://www.imdb.com/title/tt0051887/,UK,2001,$10.2M,"Gavin de Mankiewicz Trent Bliss Tammy Blanchard, Morgan Spector",1.0,Rudolph Brawne York Anastasia of Essex,Other,Unknown,African,0.0,Male,Seth Serkis Jordan and Winslet James von Sydow
Fellini's Casanova,http://www.imdb.com/title/tt0045992/,US/UK,1962,$3.56M,"Louis Martin Peter Requa Pulcini Tammy Blanchard, Morgan Spector",1.0,Joseph Abbate (Billy Kyi Jr. Essex,Athlete,Unknown,,0.0,Male,"Q'orianka Grace and Martin Kemp, James Nichols Sydow"
What's Love Got to Do with It,http://www.imdb.com/title/tt0096943/,Canada,2006,$331K,"Ava Spottiswoode Jones Requa Ford, Tammy Blanchard, Morgan Spector",1.0,Melvin Anton Rosenthal England Turner) Essex,Other,Unknown,Native American,0.0,Male,"Tim Dupont Carter Pernilla Kemp, Kebede von Sydow"
Abraham Lincoln,http://www.imdb.com/title/tt2027064/,US,1981,$50M,"Boaz Lapica George Stanislav Sokolov Tammy Blanchard, Morgan Spector",1.0,Albert Morrison of Aurore Kid) Essex,Historical,Unknown,Asian,0.0,Male,"Ashton Lloyd Toro Pernilla Luke, Kebede von Sydow"
Viva Knievel!,http://www.imdb.com/title/tt0101516/,Canada/UK,1928,$35.9M,"Barry G. Dyke Robert Ford, Tammy Blanchard, Morgan Spector",1.0,Molly Kuklinski Lee Anastasia Parker) Essex,Other,Unknown,Eurasian,0.0,Male,Rockliffe Morgan Medeiros Pernilla Liya Austin Whitelaw Sydow
Finding Graceland,http://www.imdb.com/title/tt0024865/,US/Canada,1962,$5.57K,"Atom LeRoy Avildsen Satrapi Leyburn Tammy Blanchard, Morgan Spector",1.0,Lon Potter II Sweden Peron Essex,Other,Unknown,,0.0,Male,Bill Phoenix Carter Martin Liya Max Whitelaw Sydow
Rembrandt,http://www.imdb.com/title/tt0183659/,US/UK/Canada,1928,$19.3K,"Bill Jarrott Stern Westmoreland Ford, Tammy Blanchard, Morgan Spector",1.0327652620960523,Lillian Abramoff Hickok Assisi Turner) Essex,Actress,Unknown,African American,0.06491475792176818,Male,"Esther Pacino Nicholas Pernilla Luke, Austin Ellison Sydow"
Rescue Dawn,http://www.imdb.com/title/tt0119008/,UK,1918,$2.83M,"Julien LaGravenese Ruth Weisman Pulcini Tammy Blanchard, Morgan Spector",1.0,"Tommy Van ""Radio"" Menezes Kid) Essex",Actress,Known,White,0.0,Female,Trey Sulkin Jones Jean Liya Austin Nichols Sydow
The Countess,http://www.imdb.com/title/tt0074291/,US/UK,1948,$6.72M,"Newt Herzog David Requa Leyburn Tammy Blanchard, Morgan Spector",1.0,Richard Bushell VI Kyi Turner) Essex,Artist,Known,Asian American,0.0,Female,Charlize Beery Lee Pernilla Winslet Kebede von Sydow
The Sessions,http://www.imdb.com/title/tt1042877/,Canada,2009,$29M,"Darrell JoffÌÄå© Randy Barbato Ford, Tammy Blanchard, Morgan Spector",1.0,Marguerite Antoinette Bush Smalls) Jr. Essex,Military,Known,Hispanic (White),0.0,Female,"Bonnie Chester Brown Kate Kemp, James Ellison Sydow"
Spartacus,http://www.imdb.com/title/tt1054588/,US,1951,$117M,"Jack Lynch Randy Trent Pulcini Tammy Blanchard, Morgan Spector",1.0,William Bolkovac Sade Aurore Turner) Essex,Media,Known,Multi racial,0.0,Female,"- Goodman Damme Martin Kemp, Kebede Nichols Sydow"
Carbine Williams,http://www.imdb.com/title/tt0025948/,Canada/UK,2005,$14.7M,"Nikolai Kent Hill Stanislav Bliss Tammy Blanchard, Morgan Spector",1.0,Henry Hearst Coleridge England Jr. Essex,Activist,Known,Hispanic (Latino),0.0,Female,"Jeffrey Wilby Lucas, Derek Luke, James Nichols Sydow"
Tom & Viv,http://www.imdb.com/title/tt0384683/,US/Canada,1993,$130M,"Larry Clooney Donehue Hickner Sokolov Tammy Blanchard, Morgan Spector",2.0,Hadassah Russell Soubirous Leroy Scots Essex,Media,Known,Indian,0.0,Female,"AndrÌ© D'Onofrio Law and Luke, James (older) Sydow"
Disraeli,http://www.imdb.com/title/tt0073496/,US/UK/Canada,1955,$19.6M,"Sofia Mann Furie Weisman Sokolov Tammy Blanchard, Morgan Spector",1.045638501502544,Patrick Wilde Chaplin Dennis Brasco) Essex,Athlete,Known,Hispanic (Latin American),0.031142975092002947,Female,"Gwyneth McCrea Kemp, Jean Liya Kebede von Sydow"
Man on the Moon,http://www.imdb.com/title/tt0069528/,UK,1927,$270K,"Larysa Zeffirelli Hancock Barbato Leyburn Tammy Blanchard, Morgan Spector",1.0,Glenn Ford Cent' UK Turner) Essex,Musician,Unknown,Middle Eastern,0.0,Male,"Hilary Dunst Le Jean Kemp, Max Whitelaw Sydow"
The Damned United,http://www.imdb.com/title/tt0113463/,US/UK,1972,$116M,"Gus JoffÌÄå© With: Rosenberg Pulcini Tammy Blanchard, Morgan Spector",1.0,Sid Cody Hickok Rocha Parker) Essex,Other,Unknown,,0.0,Male,"Emilia Baker FrÌÄå¦ler, Derek Winslet Max (older) Sydow"
Sergeant York,http://www.imdb.com/title/tt0093389/,Canada,1930,$2.42M,"Xavier Kanievska Marjane Sykes Sokolov Tammy Blanchard, Morgan Spector",1.0,"Jessie Liston ""Patch"" Menezes Jr. Essex",Other,Unknown,Caribbean,0.0,Male,"Rock Diesel Dillman Derek Luke, James (older) Sydow"
Pandaemonium,http://www.imdb.com/title/tt0113463/,US,1954,$540K,"D.M.W. Washington With: Westmoreland Ford, Tammy Blanchard, Morgan Spector",2.0,Eileen Hanlan Parker Smalls) Turner) Essex,Military,Unknown,African,0.0,Male,"Debra Futterman Le Jean Arthur, Max Whitelaw Sydow"
Glory Road,http://www.imdb.com/title/tt0059742/,Canada/UK,1923,$11.6M,"D.M.W. Cukor Donehue Trent Sokolov Tammy Blanchard, Morgan Spector",1.0,Mike Marshall Grey Adams Jr. Essex,Other,Unknown,Middle Eastern (White),0.0,Male,"Iain Giamatti Lee Martin Luke, Austin Whitelaw Sydow"
Callas Forever,http://www.imdb.com/title/tt0049665/,US/Canada,1963,$6.5M,"Gavin Van Schaffner Pal Bliss Tammy Blanchard, Morgan Spector",1.0,Phoolan Likens (Feodorovna) Donnie Turner) Essex,Criminal,Unknown,Native American,0.0,Male,"Alvaro Gravey Phillips Kate Kemp, James Whitelaw Sydow"
Antwone Fisher,http://www.imdb.com/title/tt0258470/,US/UK/Canada,1970,$2.06M,"Alan Schultz DeMille Glenn Pulcini Tammy Blanchard, Morgan Spector",1.19525881724121,Joy Stahl Parker Jr Parker) Essex,Criminal,Unknown,,0.002677598159697105,Male,"Dragan Murphy Damme and Luke, Max (older) Sydow"
The Straight Story,http://www.imdb.com/title/tt1920945/,UK,1918,$8.25M,"Leslie J. Smith Hickner Sokolov Tammy Blanchard, Morgan Spector",1.0,Hendrik Schultz (Archibald Sweden Jr. Essex,Musician,Known,,0.0,Female,"Kat Brolin Carter Kate August, Max Nichols Sydow"
The Jackie Robinson Story,http://www.imdb.com/title/tt0064115/,US/UK,1956,$12.8K,"Ed Ashby Ruth Panama Sokolov Tammy Blanchard, Morgan Spector",3.0,Rodrigo Thorpe Rosenthal Crane Peron Essex,Historical,Known,,0.0,Female,"Johnny Quaid Lee Derek August, James Ellison Sydow"
Che: Part One,http://www.imdb.com/title/tt0103939/,Canada,1982,$56.7M,"Bruce Anspaugh Peebles Panama Ford, Tammy Blanchard, Morgan Spector",2.0,"Woody ""Bird"" von of Brasco) Essex",Musician,Known,,0.0,Female,Meg Kingsley (young) Martin Winslet Billie Ellison Sydow
Lincoln,http://www.imdb.com/title/tt0110496/,US,1931,$17.5M,"Clarence Frend Marjane Satrapi Bliss Tammy Blanchard, Morgan Spector",1.0,Claus Hanff Sousa Wead Brasco) Essex,Singer,Known,,0.0,Female,"Matthias Fuller VolontÌ© and Luke, Billie Nichols Sydow"
Open Water,http://www.imdb.com/title/tt0024473/,Canada/UK,1994,$35.4M,"Nathan Sirk John Westmoreland Bliss Tammy Blanchard, Morgan Spector",1.0,Oscar Milk Bernstein Jackson Parker) Essex,Artist,Known,Asian American,0.0,Female,"Gwyneth Lloyd VolontÌ© and Luke, James Ellison Sydow"
Julie & Julia,http://www.imdb.com/title/tt1094666/,US/Canada,1929,$5.7M,"Rowdy Coppola Biesold, Hanson Ford, Tammy Blanchard, Morgan Spector",1.0,Nostradamus Columbus Maruge Richard Parker) Essex,Other,Known,Hispanic (White),0.0,Female,Reece Gwenn VolontÌ© Martin Winslet Max Whitelaw Sydow
Evel Knievel,http://www.imdb.com/title/tt0311863/,US/UK/Canada,1925,$340K,"Darrell Greenaway Furie Requa Ford, Tammy Blanchard, Morgan Spector",1.4299543208783407,Tommy Muldowney Bernstein Menezes Kid) Essex,Musician,Known,Multi racial,0.10044243552161823,Female,"Kristopher Kaye Tsarong Kate August, James (older) Sydow"
Francis of Assisi,http://www.imdb.com/title/tt0034167/,UK,1962,$3.57M,"Jean-Paul Robson Stern Barbato Pulcini Tammy Blanchard, Morgan Spector",1.0,Henri Mullins / Rocha Scots Essex,Actor,Unknown,Hispanic (Latino),0.0,Male,Stewart Baker Abraham Kate Liya Billie Nichols Sydow
Geronimo,http://www.imdb.com/title/tt0103939/,US/UK,1918,$4.72M,"Ericson Walker Werker Hickner Pulcini Tammy Blanchard, Morgan Spector",1.0,Derek Stern Lee de Jr. Essex,Criminal,Unknown,Indian,0.0,Male,Keira Harrelson Jordan Pernilla Winslet James (older) Sydow
Heart Like a Wheel,http://www.imdb.com/title/tt1571222/,Canada,1939,$16.8K,"Nicholas Rapper Concini Trent Pulcini Tammy Blanchard, Morgan Spector",2.0,Myles BÌÁthory Hollywood England Turner) Essex,Activist,Unknown,Hispanic (Latin American),0.0,Male,"Heath Hawthorne Niro and Luke, Austin Ellison Sydow"
Eichmann,http://www.imdb.com/title/tt0048604/,US,1916,$14.4M,"Gus Minnelli Sajbel Friedman Pulcini Tammy Blanchard, Morgan Spector",1.0,Allen Kalmar Cohan Crane Kid) Essex,Athlete,Unknown,Middle Eastern,0.0,Male,"Mickey Knowles and Jean Kemp, Austin Whitelaw Sydow"
Good Vibrations,http://www.imdb.com/title/tt0047956/,Canada/UK,2008,$36.6M,"Dick Davies DeMille Glenn Ford, Tammy Blanchard, Morgan Spector",4.0,Barry Berkowitz Szabo Leroy Jr. Essex,Musician,Unknown,,0.0,Male,"Bo Newman Medeiros Martin August, Max Whitelaw Sydow"
1987,http://www.imdb.com/title/tt0790663/,US/Canada,1920,$25.5M,"Raoul Jenkins Jones Weisman Leyburn Tammy Blanchard, Morgan Spector",2.0,Le Graziano III Smalls) Peron Essex,Other,Unknown,Caribbean,0.0,Male,Helen Bergen Niro Martin Liya Austin (older) Sydow
Seven Years in Tibet,http://www.imdb.com/title/tt0038474/,US/UK/Canada,1978,$1.42M,"Irwin Besson Concini Hanson Bliss Tammy Blanchard, Morgan Spector",1.140898493918772,"Temujin Pearl ""Rocky"" Adams Jr. Essex",Athlete,Unknown,,0.1910620064121952,Male,"Jane Parks Jones Derek Luke, Kebede von Sydow"
Modigliani,http://www.imdb.com/title/tt0819714/,UK,1943,$9.26M,"Chris Daves SchrÌ¦der Stanislav Ford, Tammy Blanchard, Morgan Spector",1.0,Audie Nin Rawlings Smalls) Turner) Essex,Other,Known,Middle Eastern (White),0.0,Female,Kristopher Seyfried Jones Derek Winslet Billie Nichols Sydow
Cesar Chavez,http://www.imdb.com/title/tt0034734/,US/UK,1926,$56.7M,"Mat Lee Baird Sarah-Violet Ford, Tammy Blanchard, Morgan Spector",1.0,Edward Smith III Smalls) of Essex,Activist,Known,Native American,0.0,Female,"Benedict Damon Law Derek Arthur, Austin Whitelaw Sydow"
Into the Wild,http://www.imdb.com/title/tt1054588/,Canada,1991,$5.71K,"Sofia Branagh Sant Westmoreland Sokolov Tammy Blanchard, Morgan Spector",1.0,Wâadysâaw Valens Duarte Assisi Parker) Essex,Author,Known,,0.0,Female,"Eleanor Giering Burke Derek Arthur, Billie (older) Sydow"
The Winning Team,http://www.imdb.com/title/tt0048191/,US,1951,$4.9M,"Don Boulting Lee Satrapi Sokolov Tammy Blanchard, Morgan Spector",1.0,Wilhelm D. Cohan Wead Parker) Essex,Comedian,Known,Eurasian,0.0,Female,Jane Rooney Hoffman Derek Liya James von Sydow
The Whistleblower,http://www.imdb.com/title/tt2140373/,Canada/UK,1943,$5.53M,"Marek Frank, Olmos Satrapi Sokolov Tammy Blanchard, Morgan Spector",1.0,Niki Wilde Mitchell Caravaggio Jr. Essex,Criminal,Known,Hispanic (Latina),0.0,Female,"Heinz Brando Jones Kate Luke, James Whitelaw Sydow"
Testament of Youth,http://www.imdb.com/title/tt0420609/,US/Canada,1976,$342K,"Walter A. Dutton Hickner Ford, Tammy Blanchard, Morgan Spector",1.0,Eileen Haskins (Robert Donnie Turner) Essex,Author,Known,African American,0.0,Female,Barbra Bardem Carter Derek Liya Austin (older) Sydow
The Ten Commandments,http://www.imdb.com/title/tt0041928/,US/UK/Canada,2006,$4.6M,"Franklin Litvak Schaffner Hickner Leyburn Tammy Blanchard, Morgan Spector",1.6074372917381234,Oliver Manfred Scott the Turner) Essex,Other,Known,White,0.1387740046792238,Female,"DemiÌÁn Brolin Jordan Martin Luke, Max Ellison Sydow"
Amadeus,http://www.imdb.com/title/tt0119951/,UK,1978,$1.01M,"Laurence Hibbs McLaglen Pal Bliss Tammy Blanchard, Morgan Spector",1.0,Alferd Mullins Suu Belaney) Jr. Essex,Author,Unknown,Asian American,0.0,Male,"Alvaro Spacek Abraham Martin August, Max von Sydow"
Alpha Dog,http://www.imdb.com/title/tt1210166/,US/UK,2000,$400K,"Gabriel McQueen Sant Barbato Bliss Tammy Blanchard, Morgan Spector",1.0,Woodrow Holiday Queen the Kid) Essex,Other,Unknown,,0.0,Male,"Nickolas Phoenix Jr. Jean Luke, Max Ellison Sydow"
Star 80,http://www.imdb.com/title/tt0093389/,Canada,1925,$2.23M,"Darnell Grossman Ruth Sarah-Violet Bliss Tammy Blanchard, Morgan Spector",1.0,Ruth (pseudonym) Scott Belaney) Peron Essex,Historical,Unknown,Multi racial,0.0,Male,"Vanessa Burton Carter Martin Arthur, James Whitelaw Sydow"
Jesse James,http://www.imdb.com/title/tt0090769/,US,2003,$446K,"Roland Polanski Jeffrey Glenn Sokolov Tammy Blanchard, Morgan Spector",1.0,"Ken Valentino ""Radio"" Richthofen Scots Essex",Military,Unknown,,0.0,Male,"Angelina Douglas Burke Derek August, Billie von Sydow"
Buffalo Bill,http://www.imdb.com/title/tt0298744/,Canada/UK,1922,$13.7M,"Laurence Temple Curtis Glenn Leyburn Tammy Blanchard, Morgan Spector",1.0,Vera Lynn PrÌ©-Finzi Jr Jr. Essex,Government,Unknown,Indian,0.0,Male,"Emily Scofield Medeiros and Kemp, Billie Ellison Sydow"
My Week with Marilyn,http://www.imdb.com/title/tt0208298/,US/Canada,1917,$455K,"Jean-Marc Rudolph Curtis Westmoreland Bliss Tammy Blanchard, Morgan Spector",1.0,Helen Pennant Duarte Aurore Brasco) Essex,Actor,Unknown,,0.0,Male,"Alec Oyelowo Burke Jean Luke, Austin Nichols Sydow"
Elizabeth: The Golden Age,http://www.imdb.com/title/tt0117318/,US/UK/Canada,2014,$35.2M,"Betty Murphy Berman, Stanislav Leyburn Tammy Blanchard, Morgan Spector",1.0631251101796106,"HÌ©ctor Prefontaine Custer Halsey, Parker) Essex",Athlete,Unknown,,0.033061971515361326,Male,"Halle Laughton Lucas, Kate Kemp, James von Sydow"
The Last King of Scotland,http://www.imdb.com/title/tt0404802/,UK,1943,$138K,"Luc Preiss Leonard Westmoreland Ford, Tammy Blanchard, Morgan Spector",2.0,Squanto Johnson Hovick Donnie Kid) Essex,Criminal,Known,Mediterranean,0.0,Female,Al Ledger Carter Jean Liya Billie von Sydow
Cobb,http://www.imdb.com/title/tt0073496/,US/UK,1980,$4.44M,"Melville Gartner Werker Robert Sokolov Tammy Blanchard, Morgan Spector",1.0,Jacqueline McCarty PrÌ© Smalls) Parker) Essex,Media,Known,Caribbean,0.0,Female,"Don Wilby Robinson Kate August, Austin (older) Sydow"
The Long Gray Line,http://www.imdb.com/title/tt0067658/,Canada,1969,$14.4M,"Oren Apted, Stern Sykes Leyburn Tammy Blanchard, Morgan Spector",1.0,"Michel Ma / Halsey, of Essex",Medicine,Known,African,0.0,Female,"Gwyneth Arquette Abraham and Luke, Kebede Nichols Sydow"
Jinnah,http://www.imdb.com/title/tt0190861/,US,2012,$2.47M,"Chris Ritt Baird Panama Pulcini Tammy Blanchard, Morgan Spector",1.0,Melvin Jobs Jones Sweden of Essex,Artist,Known,Middle Eastern (White),0.0,Female,Glenn Robb Jr. Derek Liya Kebede Nichols Sydow
Pierrepoint: The Last Hangman,http://www.imdb.com/title/tt0073298/,Canada/UK,1941,$1.73M,"Marcos Jenkins Dutton Stanislav Leyburn Tammy Blanchard, Morgan Spector",2.0,Marcus Beane Crane the Scots Essex,Historical,Known,Native American,0.0,Female,Larenz Dench Tsarong Pernilla Winslet James Whitelaw Sydow
Into the Wild,http://www.imdb.com/title/tt0108052/,US/Canada,1997,$617K,"Trey Greenwald Young Glenn Leyburn Tammy Blanchard, Morgan Spector",1.0,Damien Gould Nixon Adams Peron Essex,Criminal,Known,Asian,0.0,Female,"PenÌ©lope Reynolds Law Kate Luke, Max Nichols Sydow"
A Man Called Peter,http://www.imdb.com/title/tt0099040/,US/UK/Canada,1984,$139M,"Spike Hughes Green Weisman Bliss Tammy Blanchard, Morgan Spector",1.1205481684125822,Ed Bruce Waters Belaney) Turner) Essex,Athlete,Known,Eurasian,0.5275395600353825,Female,"Myles Coleman Le Pernilla Kemp, James (older) Sydow"
Frida,http://www.imdb.com/title/tt0467200/,UK,1924,$18.4M,"Julien Jeffs Sant Solt Sokolov Tammy Blanchard, Morgan Spector",1.0,William Plummer Carter the Turner) Essex,Historical,Unknown,,0.0,Male,"Katharine Andrews Jones Jean August, James (older) Sydow"
