iata,name,city,state,country,latitude,longitude
BNF,Beaver,Dallas,MO,USA,44.61374568,-73.54637063
98D,Harry W Browne,Denton,SD,USA,26.51324016,-70.36142673
TOB,Stonewall County,Knoxville,NY,USA,36.3620502,-141.46986746
SNH,Alpena County Regional,Albuquerque,IL,USA,46.56484913,-95.28816676
29S,Phillipsburg,Jacksonville,IL,USA,48.77596445,-87.08238276
N47,Deland Municipal-Taylor,Hayward,AK,USA,40.21713087,-74.62053775
FDK,Liberal Municipal,Plano,FL,USA,36.9438263,-79.13537138
MFE,Addison,Sacramento,VT,USA,35.42880644,-76.71550615
M01,Merritt Island,Carrollton,WI,USA,49.99235116,-82.99209362
MKA,County Memorial,Albuquerque,CO,USA,32.63197888,-113.56511008
WMO,Downtown Manhattan/Wall St. Heliport,Hayward,WI,USA,46.92591051,-73.7987909
81B,Monroe-Walton County,Fontana,AR,USA,48.06225276,-135.56399342
PCK,Hemphill County,Houston,NJ,USA,41.90941741,-116.55959079
Y15,Stroud Municipal,Colorado Springs,TN,USA,37.00929437,-130.81133253
FXY,Van Nuys,Modesto,GA,USA,51.89658616,-85.3527785
9A1,Superior Municipal,Pasadena,NC,USA,35.05207274,-123.16646769
E35,Deer Park,Plano,NM,USA,60.72238843,-82.58920681
T65,Louisville Municipal,Phoenix,CA,USA,34.08472479,-77.46812541
53A,Little Falls - Morrison County,Buffalo,TX,USA,42.5313756,-89.31684626
CNU,Hughes,Little Rock,OK,USA,33.20165695,-115.99551377
AKR,Stony River 2,Austin,IN,USA,35.35206063,-109.53278153
5D3,Fosston Municipal,Birmingham,MN,USA,49.05669577,-131.39872401
N12,Danville Regional,Chicago,CA,USA,33.52444371,-114.16688563
PIM,Cochise County,Fort Wayne,IN,USA,29.00006752,-97.36851636
PIT,Souther,Tempe,MN,USA,50.22879522,-49.78767105
WBB,Creve Coeur,Tallahassee,SD,USA,40.16741391,-112.88094158
UES,Madison-Lac Qui Parle County,Dayton,CO,USA,44.621277,-133.75773372
0V3,Brown  Municipal,Philadelphia,SC,USA,36.87584708,-93.15255155
27K,Mahlon Sweet,Waco,SD,USA,51.47835257,-111.26953341
6K8,Falcon,Columbus,SD,USA,40.59550598,-110.23350297
00M,Defiance Memorial,Dayton,WA,USA,24.86435264,-78.02388739
CGA,Clinton-Sherman,Moreno Valley,MN,USA,35.55854538,-21.30840808
HSL,Chippewa Valley Regional,Jersey City,KS,USA,42.00888996,-145.27426487
N23,Grafton Municipal,Little Rock,OK,USA,24.06493387,-99.65892421
3WO,Grundy Municipal,Denver,MO,USA,40.26049488,-95.34371304
6V4,New Garden Flying,Riverside,HI,USA,38.50696452,-63.13364064
O45,Columbiana County,Greensboro,AL,USA,51.72408962,-64.31536547
BNW,Jaffrey Municipal Silver Ranch,Anchorage,MA,USA,47.48368423,-131.51226464
MNI,Eldon Model Airpark,Lubbock,TX,USA,31.36431355,-103.83177225
ROR,Blythe,Chandler,WI,USA,52.48416233,-111.66420418
Q41,Cedar City Muni,Sioux Falls,WA,USA,48.98155161,-132.0288473
MVM,Panola County,Aurora,PA,USA,31.6037708,-78.83770352
MHL,Scottsdale,Toronto,SD,USA,32.09813282,-87.38725263
PNE,Jennings,San Antonio,KS,USA,48.98995794,-77.56928182
6B4,Cheyenne County Municipal,Lubbock,MI,USA,28.2971496,-111.45010918
B01,Bisbee Municipal,Dayton,OR,USA,27.9932438,-79.66190438
VGT,Kona International At Keahole,Glendale,IA,USA,28.81168444,-84.94761001
GBG,Casey Municipal,Fort Worth,NJ,USA,46.3035799,-92.65689805
N66,Beaver County,Denton,TX,USA,50.98986884,-89.92847451
0I8,White Mountain,Reno,AK,USA,35.67718211,-107.37272263
M97,New Albany-Union County,El Paso,KY,USA,30.79170367,-93.25864958
19N,Whiteside Co,El Paso,CA,USA,45.10655344,-107.56916241
MVE,Kosciusko-Attala County,Tucson,LA,USA,28.01980766,-75.2020953
MDT,Keokuk Municipal,Toledo,OR,USA,45.8263555,-64.54772595
GRE,Athens Municipal,San Antonio,NY,USA,42.45521163,-89.27450664
VSF,Taos Municipal,Escondido,AK,USA,36.06852379,-76.93847482
2K5,Wauchula Municipal,New Orleans,MN,USA,35.54020108,-125.45073451
CEZ,Bob Wiley,Toledo,IL,USA,42.40279282,-89.21809861
VCT,Hoven Municipal,Toledo,PA,USA,39.51061647,-116.93324958
GKN,Aitkin Municipal,Fayetteville,WI,USA,53.50216995,-77.19214416
O45,Wadsworth Municipal,Riverside,GA,USA,41.00996423,-94.08181334
27D,Steuben County-Tri State,Savannah,FL,USA,37.33180535,-75.94321057
43A,Lake Murray State Park,Hialeah,TN,USA,33.62883087,-103.50966535
AFJ,Butler Cty,Milwaukee,AK,USA,47.73789845,-76.99218068
1A3,Camden Municipal,Denton,SC,USA,30.67499413,-172.35686545
5TE,Brown County,Dayton,NY,USA,51.36427726,-72.45267614
BOI,Dunnellon/Marion Co.,Tokyo,AK,USA,58.71043982,-60.3851666
BYA,Newberry Municipal,Nashville,MI,USA,32.14336067,-123.59643966
DLH,Carrington Municipal,San Antonio,LA,USA,44.27990884,-116.82427156
PEA,Des Moines International,Charlotte,SC,USA,30.54917638,-89.25170601
EEN,Mahnomen County,Gilbert,WA,USA,33.17128378,-74.71489141
2A3,Barnwell County,Pueblo,KS,USA,39.78370938,-117.36131413
JWG,Harrell,Chandler,MO,USA,31.46621681,-94.94429575
T35,Tribune Municipal,Berlin,KY,USA,37.55840041,-97.71955286
L19,Dewitt Field-Old Town Municipal,Dallas,PR,USA,36.60197715,-67.79569718
E89,Huron County,Anchorage,OH,USA,32.32907936,-117.91595533
WTK,Roosevelt Memorial,Sydney,SC,USA,34.69366431,-96.87726675
MKL,Greenville Municipal,Savannah,KS,USA,36.36525747,-137.7059917
8G6,Bemidji-Beltrami County,Knoxville,CO,USA,49.06942461,-82.04669443
NUL,Chamberlain Municipal,Buffalo,KS,USA,24.38703562,-90.09035683
O19,Thompson-Robbins,Sydney,NC,USA,51.47207087,-94.91960145
KLS,Palmer Municipal,Memphis,AL,USA,40.7425735,-93.12106903
OLY,Dillingham Airfield,Glendale,IA,USA,31.70580704,-103.01924365
ARR,Cumberland Regional,Surprise,WI,USA,31.80957912,-64.83676221
DUG,Gibson County,Los Angeles,OR,USA,50.69751035,-84.14321145
RVL,Lake Texoma State Park,Carrollton,UT,USA,49.74323303,-106.43010186
3B0,Waynesboro Municipal,Laredo,CT,USA,34.59439289,-97.21348735
SJT,Murfreesboro Municipal,Portland,AK,USA,36.76763786,-93.37589858
N35,East Cooper,Anchorage,MN,USA,42.70227901,-71.81404472
WVL,Dubois Municipal,Milwaukee,SD,USA,24.35600632,-112.11210591
BTN,Frankfort Dow Memorial,Arlington,ID,USA,23.86813644,-101.23702236
LAA,Fort Stockton - Pecos County,Seattle,SD,USA,35.35288639,-86.94244766
PHL,Harlan Municipal,Tempe,CA,USA,38.73002668,-73.87219078
GUY,Ephrata Muni,Anaheim,WA,USA,46.5629805,-95.79375014
11J,Davis,Dayton,WA,USA,43.10009604,-130.85619687
L12,Evelyn Sharp,West Valley City,WV,USA,38.25238192,-105.68394604
PTH,Red Oak Municipal,Paris,MT,USA,56.69168099,-101.29875926
E80,Tacoma Narrows,Madison,MT,USA,30.11660079,-99.44339164
VNW,Jamestown Municipal,Hialeah,TX,USA,45.37346925,-119.56313061
OXV,Pittsburgh International,Austin,NH,USA,49.19435593,-152.04412019
GCT,Galveston-Scholes,Wichita,TX,USA,28.39470325,-128.93782865
SJU,Lakota Municipal,Sparks,PA,USA,33.24099635,-133.71488866
MAW,Bermuda Dunes,Charlotte,ID,USA,50.33423026,-128.39830279
PGR,Greenville Muni,Huntington Beach,WA,USA,31.27756958,-115.03734162
EFC,Lodi,Gilbert,GA,USA,42.60079038,-84.45600008
IND,Marion Municipal,Minneapolis,TX,USA,45.13841812,-99.52887652
5T6,Takotna,New York,WY,USA,49.81121446,-120.53151299
BCB,Big Bear City,Lincoln,GA,USA,37.63134197,-96.8425311
CWV,Klawock SPB,Sterling Heights,ID,USA,30.65283809,-112.43638495
1N2,Antlers Municipal,Bridgeport,AR,USA,42.89759957,-119.76611836
OSC,Bagdad,Fort Wayne,TX,USA,40.13980866,-90.25313467
1S5,Detroit City,Albuquerque,KY,USA,42.85582471,-94.51890075
O57,Ozark-Franklin County,Sparks,MI,USA,43.95973933,-115.41471506
3CK,Beaufort County,Torrance,GA,USA,42.95956845,-102.72296457
KCL,Haigh,Boise,AZ,USA,51.04076873,-108.59075308
K57,Pellston Regional  of Emmet County,Tokyo,AR,USA,41.513542,-82.85037838
EHR,Breckinridge County,Albuquerque,AL,USA,47.1280596,-70.60915752
AEX,Bakersfield Municipal,Cincinnati,AZ,USA,40.44887246,-83.71570129
ORD,Quanah Municipal,Tampa,ME,USA,43.94931206,-67.9546607
17M,Guntersville Municipal,Columbus,TN,USA,46.02921772,-51.98088009
JFX,Eureka Municipal,Houston,NJ,USA,31.65159741,-128.39336004
1K2,St. George,Fort Worth,CO,USA,47.16019081,-111.48360544
ATY,Nampa Muni,Washington,SD,USA,40.90995607,-113.17098367
CVN,Steuben County-Tri State,Milwaukee,AK,USA,20.9553857,-115.36975664
O37,Sidney Municipal,Tampa,CO,USA,45.22164666,-82.59133179
TGI,Watts-Woodland,San Diego,MT,USA,47.39291445,-80.90019934
D42,Fordyce Municipal,Laredo,NC,USA,30.0296186,-115.5409806
MMV,English Bay,Spokane,NM,USA,36.54019857,-139.78013397
2V6,La Junta Muni,Thornton,GA,USA,28.00786399,-117.39906921
3M9,Colstrip,Austin,IL,USA,32.03471582,-98.86985678
JRA,Wautoma Municipal,Lexington,TX,USA,52.35089039,-123.82415429
E80,Paoli Municipal,Dayton,IL,USA,32.89674677,-69.14533702
EHR,Abbeville Chris Crusta Memorial,Fayetteville,NE,USA,47.73150142,-85.5191319
COS,Greenville,Kansas City,AR,USA,33.76712488,-92.096677
Y66,Lakin,Bridgeport,WY,USA,28.80813351,-85.16040983
2T1,Wilkes County,Paris,GA,USA,41.0674112,-128.23074972
GAM,Mansfield Lahm Municipal,Durham,AR,USA,36.32604824,-96.38481783
GNB,Butler Memorial,Newport News,AL,USA,50.55586498,-129.03302624
CIK,Toksook Bay,Savannah,FL,USA,44.59400839,-149.9765895
BDR,Rockingham-Hamlet,Worcester,WI,USA,48.95475033,-86.90909749
GAF,Grafton Municipal,Denton,MS,USA,26.06743157,-93.74542756
GCY,Fort Worth Alliance,Salem,CA,USA,42.42527902,-133.55660477
TQH,Allendale County,Tokyo,AZ,USA,37.96824028,-112.21432812
CPR,Willows-Glenn County,Toledo,AK,USA,43.55065263,-90.74980952
RBW,Illinois Valley Regional,New York,FL,USA,32.17566009,-99.6084869
SGY,Addison,Durham,TX,USA,35.92201521,-109.70358895
SRB,Carbon County,Lakewood,OH,USA,42.5564204,-35.67686343
MLL,Davenport,Hialeah,SC,USA,20.77353328,-100.51335897
FDY,Cumberland Regional,Lewisville,AK,USA,43.15387505,-56.12388047
T78,Birchwood,San Antonio,VA,USA,45.55641788,-112.76274451
MNF,Bradford County,Sparks,SC,USA,48.51546443,-109.15559655
2J5,Coulter,Portland,SD,USA,39.33257298,-133.38455974
2V5,Fort Sumner Municipal,Aurora,TX,USA,26.85929383,-100.42862853
AWM,Illinois Valley Regional,Omaha,SC,USA,48.86091481,-112.72579774
RUG,Condon State-Pauling,Tacoma,SC,USA,39.25676909,-80.2057861
4B6,Palo Alto Arpt of Santa Clara Co,Topeka,CA,USA,33.35069542,-115.91502221
3B2,Aitkin Municipal,Austin,TN,USA,37.47682193,-113.19708632
DBQ,Phoenix Goodyear,Denver,FL,USA,31.22703696,-92.32088594
BXK,Hayward Executive,Murfreesboro,MN,USA,33.97189321,-113.41398454
CCY,Dennis F Cantrell,Salem,IL,USA,39.41582843,-149.90824471
K88,Jacksboro Municipal,Eugene,AR,USA,36.9445454,-120.87142775
1G5,Stroudsburg-Pocono,Oxnard,OK,USA,44.09482423,-97.59103977
CKC,Crockett-Houston County,Paterson,FL,USA,32.84811367,-91.53541645
M58,Whitman County Memorial,Laredo,OK,USA,34.58617197,-95.92216531
GYH,Whiteman,Chattanooga,KS,USA,50.93403963,-73.13173896
3G7,Hawk Inlet SPB,Durham,OH,USA,56.33874745,-127.51762437
0F2,Quitman-Brooks County,Thornton,TX,USA,39.18289387,-117.65580735
O17,Vermilion County,Bakersfield,NE,USA,34.04659277,-76.67404797
AIA,Echo Bay,Fayetteville,CA,USA,29.32748166,-86.29077968
IWI,Edward F Knapp State,Tacoma,OR,USA,36.41484027,-82.73961993
11J,Yerington Municipal,Allen,CA,USA,29.19031162,-115.49597752
VTA,Hall-Miller Municipal,San Antonio,SD,USA,43.97242515,-123.3297822
HZY,Kasigluk,Louisville,IL,USA,54.39236404,-103.60539675
VNC,Grand Forks AFB,Albuquerque,CA,USA,43.86589216,-127.69871524
06C,Taylorville Municipal,Paterson,AR,USA,54.12451253,-123.67089078
K46,Douglas Municipal,Fort Worth,MT,USA,44.86786091,-98.82663035
N57,Fitch H Beach,Jersey City,NE,USA,55.7235442,-123.85148458
HYR,Jones,Berlin,NC,USA,55.91373722,-97.44360682
EMM,Apalachicola Municipal,Eugene,MS,USA,46.16345838,-120.97300734
SHH,Cherokee Municipal,Topeka,OR,USA,57.97372215,-104.92397156
AUS,Hartford Brainard,Lewisville,MO,USA,50.33551002,-115.76202922
53K,I H Bass Jr Memorial,Lincoln,NY,USA,44.44630995,-100.51368073
FQD,Hardin County,Charlotte,AR,USA,34.67459634,-80.98785919
GEU,Big Bear City,Pasadena,VA,USA,43.65141536,-112.23231495
SD22,King Salmon,Salem,TX,USA,28.41773611,-96.53074341
5U3,Kasaan SPB,Little Rock,NE,USA,54.75665051,-94.74279333
BYA,Riverside Municipal,Aurora,OK,USA,41.13093692,-84.06391144
9S7,Souther,Lincoln,KS,USA,32.5022721,-151.16183524
KTN,Cable,Anaheim,TX,USA,47.06037545,-91.47993264
TIX,Mt Vernon-Outland,Salem,CA,USA,33.8746348,-98.04662589
ABY,Rosalia Municipal,Lincoln,AR,USA,37.05777561,-113.52037395
AAS,Pottstown Limerick,Gilbert,AR,USA,41.09592391,-120.07904513
I88,Delano Municipal,Peoria,AZ,USA,51.79667548,-91.58805558
DOV,Litchfield Municipal,Washington,OH,USA,42.0378981,-109.9600816
47J,Comanche County-City,San Jose,IA,USA,40.14738834,-95.25016323
LKV,Grand Forks International,Denver,MT,USA,44.32483146,-93.80982733
OLU,Baxley Municipal,Chandler,AZ,USA,31.34842341,-121.1015003
1A9,Heber Springs Municipal,Little Rock,WA,USA,33.3784694,-61.96661871
Q26,Priest River Muni,Milwaukee,KS,USA,38.93307134,-116.78647306
NUL,Richland,Mesa,ID,USA,43.13768458,-106.51986223
6G5,New Golovin,Macon,VT,USA,50.34646229,-92.88838279
7N1,Hattiesburg-Laurel Regional,Memphis,MI,USA,23.53812564,-104.13981267
JYL,Gragg-Wade,Worcester,TN,USA,35.5285582,-150.21092382
I78,Trident Basin,Mesa,AZ,USA,52.03445081,-109.55283888
HDN,Stuttgart Municipal,Lubbock,GA,USA,35.7954955,-131.46130293
8B0,Marshall-Searcy County,Surprise,TX,USA,65.2179302,-104.59998185
AGZ,Kongiganak,Jersey City,CA,USA,39.60366122,-86.95176136
OSH,Sheridan County,Waco,MI,USA,44.72155075,-125.11184832
CPM,Tucker-Guthrie Memorial,Omaha,IL,USA,35.69429904,-103.44283161
SD22,Rogue Valley International,Macon,MI,USA,42.13112886,-81.92462599
PVB,Sacramento International,Salt Lake City,CA,USA,39.55672473,-77.22980117
DEH,St Johns Industrial Air Park,Odessa,AL,USA,26.30575438,-114.47898322
32S,Great Falls Intl,Lewisville,SC,USA,45.70869561,-134.04431862
SUE,Tangier Island,Seattle,TX,USA,34.55702564,-90.47585431
HPN,County Memorial,Escondido,MA,USA,29.86826337,-66.56271586
EVM,Logan County,Gilbert,NC,USA,45.98923257,-113.76405653
HAF,Downtown Ardmore,Newport News,CO,USA,36.44616477,-84.30131643
LIT,Charlotte County,Little Rock,NC,USA,31.81547906,-87.62072277
MO85,Bowerman,Omaha,TX,USA,37.79645145,-99.41474156
Q55,Bryant,Glendale,OR,USA,43.02916466,-126.69516906
VER,Neil Armstrong,Winston-Salem,MI,USA,41.56883146,-114.8598736
GFK,Phoenix Goodyear,Buffalo,NM,USA,47.94171008,-133.13226254
UOX,Kalaeloa (John Rodgers),San Jose,NM,USA,37.42245102,-78.55175083
87I,Billy Mitchell,New York,MA,USA,37.23094247,-91.03278502
GVT,Schoolcraft County,Fort Worth,AL,USA,27.67886385,-114.48123659
10N,E 34th St Heliport,Chandler,NY,USA,35.58722938,-86.90919313
0B7,Muscatine Municipal,Modesto,GA,USA,46.529691,-102.22029607
91F,Corpus Christi International,Spokane,AK,USA,46.30687918,-29.79587003
35D,Norwood Memorial,Paterson,AL,USA,32.75767208,-147.30770023
AGC,Rio Vista Municipal,Fort Wayne,KY,USA,24.44170031,-80.1170485
TCC,Comanche County-City,Pasadena,KS,USA,42.04088257,-86.2621581
FLT,Stuart Powell,Surprise,NH,USA,38.91051053,-120.76837177
48V,Lawrence Smith Memorial,Riverside,CA,USA,40.48130261,-93.42731567
MVY,Madison County Executive,Tallahassee,GA,USA,35.97500097,-100.29842827
IKK,Captain Jack Thomas,Sterling Heights,NY,USA,42.75753226,-113.64810795
ASW,Quincy Municipal-Baldwin,Jersey City,MI,USA,36.19376066,-141.47146482
PCK,Hampton Municipal,Lakewood,GA,USA,35.90905456,-100.01717145
BDG,Eagle Creek Airpark,Stockton,CA,USA,47.58961176,-113.12369607
BKX,Round Valley,Minneapolis,FL,USA,42.3742115,-111.43752408
PHX,Louisville Municipal,Midland,OH,USA,49.24288007,-76.29682897
3F4,Orr Regional,Stockton,MT,USA,33.42678837,-119.22488686
FFT,Wetumpka Municipal,Roseville,KS,USA,40.55963894,-121.92765478
SQI,Vermilion County,Corpus Christi,MT,USA,30.94397014,-109.17187566
SER,Airglades,Seattle,NM,USA,52.01385707,-52.76301744
BLI,"Toccoa, R G Le Tourneau",Newport News,NA,USA,33.19742678,-132.1187475
FTY,Palm Beach County Glades,Washington,GA,USA,40.69677457,-116.45861567
BCK,Portage Municipal,Indianapolis,MS,USA,35.71384195,-105.30577188
CQA,Geraldine,Des Moines,SD,USA,25.00890313,-94.12696442
N37,Preston,Salt Lake City,IN,USA,45.41959391,-100.67558397
CTK,Burke Lakefront,Newport News,GA,USA,47.95942994,-57.06546897
LNN,Graham Municipal,Tucson,OK,USA,37.19392662,-123.2024284
MEJ,Ashtabula County,Richmond,TX,USA,53.18570524,-94.42793121
CTB,McPherson,Sydney,NE,USA,35.75144906,-90.51907219
GRR,Gibson City Municipal,Garland,TX,USA,46.48530192,-104.17958077
CRE,Natchitoches Municipal,Birmingham,OK,USA,43.3005976,-135.35553854
18I,Howard Municipal,Laredo,KS,USA,39.89553028,-100.60381918
19A,Brawley Municipal,Paterson,MT,USA,51.79719812,-119.23103949
4G1,Eufaula Municipal,Paris,PR,USA,37.95010023,-120.72245546
5J9,Ontario International,Eugene,AR,USA,39.73236492,-78.24852265
OWI,Flora,Thornton,AL,USA,40.45270475,-107.85226398
3CM,Porterville Municipal,Miami,AK,USA,28.56515306,-122.85770928
ND28,Kodiak,Aurora,NM,USA,26.94611811,-115.5604337
10U,Three Forks,Corpus Christi,AL,USA,26.98128087,-119.38828165
BKD,Sanderson,Chandler,WY,USA,53.32793179,-110.40540361
FTY,Muskegon County,San Diego,MN,USA,35.22228542,-69.12072033
ALI,Marysville Municipal,Sydney,ME,USA,42.17682278,-85.59685258
VRB,Berz-Macomb,San Antonio,AK,USA,42.96857821,-130.24073044
SEA,Gaines County,San Jose,IA,USA,22.75409799,-92.06788012
TCT,Heber City Municipal/Russ McDonald,Raleigh,NC,USA,42.40541635,-98.46702287
F37,Otsego County,Topeka,PA,USA,23.05946112,-99.7559385
ONT,Eugenio Maria De Hostos,Peoria,NY,USA,37.089816,-103.93171005
JES,Wrangell SPB,Sunnyvale,SD,USA,37.53650493,-133.57328329
CII,Mankato Regional,San Francisco,GA,USA,47.93605211,-135.79397015
D87,Marshall Cty,Newport News,SD,USA,34.10827222,-56.90624901
LNS,Santa Ynez,Sacramento,HI,USA,26.72373311,-91.95343198
RQB,Derby,Spokane,ME,USA,35.77223004,-62.06010632
85V,Cloverdale Municipal,Cleveland,AL,USA,27.4489247,-100.72117464
RBY,Big Sky,Lewisville,AZ,USA,46.73698163,-45.07549156
Z95,Floyd W Jones Lebanon,San Jose,NC,USA,40.21409844,-97.83170622
E25,Duluth International,Worcester,LA,USA,37.16952642,-31.81252584
M11,Joplin Regional,Gilbert,CA,USA,37.38917083,-104.49262314
16G,Lakeview,Moreno Valley,NE,USA,24.75229981,-58.90490842
SNH,Fairmont Muni,Birmingham,ME,USA,45.96015009,-105.85674516
MTM,Scott City Municipal,Louisville,AZ,USA,28.19446846,-125.24071442
C09,Hancock Co-Bar Harbor,Irvine,OK,USA,47.86475942,-134.63520777
T00,Trona,Philadelphia,NC,USA,35.03223654,-89.54784071
EBS,Norfolk,Hampton,TX,USA,42.03107002,-80.12915889
35S,Detroit Lakes -Wething,Jacksonville,KS,USA,63.89471068,-115.13861516
5K2,Flying W,Chattanooga,OR,USA,31.56480881,-118.53752074
ALX,Shelby Municipal,Madison,CA,USA,39.00379222,-83.2476104
BGD,Cordova Muni,Brownsville,NY,USA,33.9257242,-66.02184511
3K6,Akhiok,Corpus Christi,CA,USA,44.24399832,-116.85423937
S30,Jack McNamara,Modesto,NE,USA,49.49914979,-90.45588274
6G1,Spanish Fork-Springville,Garland,AK,USA,39.34588825,-113.51330098
7I7,Big Lake Strip Nr 2,Albuquerque,TX,USA,48.19776065,-124.04305663
RPX,Aiken Municipal,Escondido,PA,USA,46.90826587,-113.486423
HYS,Elbow Lake Municipal,Fort Wayne,WY,USA,32.81983893,-90.15353279
F39,Leesville,Henderson,PA,USA,49.52463665,-93.29318711
F28,Wellington Municipal,Akron,CA,USA,48.7955352,-87.90473256
74D,Elizabethton Municipal,Louisville,AR,USA,33.2215302,-99.00085931
2V5,York,Roseville,AR,USA,43.84182798,-81.17904308
OWX,Clarks Point,Garland,MI,USA,54.91255816,-106.79083031
UUV,Lorain Co Regional,Visalia,LA,USA,35.28812739,-109.24856574
T60,Tacoma Narrows,San Jose,MD,USA,27.68784938,-83.37493965
L84,"Lawrence County Airpark,Inc",Midland,TN,USA,31.68082093,-84.45528768
C05,Monmouth Municipal,Sparks,SC,USA,33.77137673,-93.00634221
UGN,Platinum,Sunnyvale,TN,USA,38.71351955,-135.46262166
FCI,Montgomery Regional Apt,Louisville,AL,USA,56.10623018,-101.80852568
T44,Taylor,Boston,MN,USA,46.91573949,-94.63303101
AUM,Cynthiana-Harrison County,Atlanta,PA,USA,44.05296767,-75.46726689
W11,Sandusky Co,Indianapolis,NJ,USA,35.03302812,-115.29554878
P53,Ottumwa Industrial,Moreno Valley,NH,USA,28.55680929,-89.49552781
U82,Quillayute,Newark,TX,USA,58.03365689,-157.72502626
BDR,Ponca City Municipal,Peoria,MS,USA,23.74220167,-66.81304407
THV,Cherokee County,Chattanooga,NC,USA,42.86451157,-96.18690784
88J,Downtown Heliport,Roseville,AK,USA,47.83463927,-121.29667978
BPI,Brevig Mission,Corpus Christi,AK,USA,58.76269622,-100.70114995
3U7,Elfin Cove SPB,Newark,TX,USA,41.79303347,-76.24931304
38S,Warsaw Municipal,Jacksonville,OK,USA,34.86051281,-113.14482446
CUL,Cherry Ridge,Pasadena,IA,USA,34.08364032,-104.45662737
JMS,Ames Municipal,Grand Rapids,WI,USA,46.52264495,-92.9269177
BXK,St Landry Parish - Ahart,Paris,MO,USA,41.42332617,-100.47138369
MIT,Grand Canyon State,Charlotte,SC,USA,36.51963913,-103.13763726
DIK,James A Rhodes,Fontana,IL,USA,44.71619202,-105.852454
Y74,Sebastian Municipal,Hialeah,OK,USA,52.31383204,-112.99803984
PVG,Johnson County,Riverside,NC,USA,48.73249216,-75.93422636
C75,Downtown Ardmore,Surprise,OK,USA,28.33131417,-95.96673035
CLS,Madisonville Municipal,New Orleans,ME,USA,46.29112926,-146.90108849
PLD,Sugarloaf Regional,San Diego,MI,USA,37.70206518,-52.40236393
F53,Santa Ynez,Chicago,OK,USA,55.78848923,-136.92466042
Q16,Long Island - MacArthur,Bridgeport,SC,USA,35.11035897,-118.42829347
AXX,Spadaro,West Valley City,AK,USA,37.48772373,-85.57415486
RNV,Lordsburg Municipal,Indianapolis,WA,USA,43.22709185,-73.41569305
OWI,Olney-Noble,Hialeah,OH,USA,35.36108728,-81.52726299
O15,De Soto Parish,Jacksonville,IN,USA,47.65402745,-119.75309846
E63,Oakland-Pontiac,Rochester,IA,USA,41.31155123,-97.12507715
AIG,Kalaupapa,Hialeah,TN,USA,43.89332076,-147.42324009
IAD,Corpus Christi International,Cleveland,WY,USA,26.87562468,-106.88025475
W29,Wells Municipal/Harriet,Birmingham,MS,USA,40.6290899,-83.05482233
